videoId,title,channelId,channelTitle,category,publishDate,publishTime,collectDate,collectTime,region,rank,viewCount,likeCount,commentCount,duration
bOyQFEJQ8OY,Saja Boys - Soda Pop (Lyrics) | K-Pop Demon Hunters Soundtrack,UC4pcGzmD9kVZc_2AnjNnr1Q,Rap World,People & Blogs,2025-09-18,12:01:17,2025-09-22,02:46:27,US,37,472002,3207,163,151
-VqvxAc5_Vs,I Finally Became a Blox Fruits ADMIN…,UCsA57c8OT0JfnX_yL3Ev1ZQ,Koopekool,Gaming,2025-09-21,22:30:00,2025-09-22,02:46:27,US,38,148981,6011,1118,1285
wN2l4LFwKDw,LUISA'S VILLAIN SONG - Tear it Down | Official Animatic Video | By Lydia the Bard and Tony,UCTGWWvmseOlcSqfDM3dXdaw,Lydia the Bard,Music,2025-09-20,17:00:06,2025-09-22,02:46:27,US,39,188235,18127,1119,238
Vy4DxA2Hxmg,Something is WRONG with HUNTRIX in Roblox..,UCzzF1kdBgwv5RB6rbB6kVSA,Tyler & Snowi,Gaming,2025-09-21,22:32:00,2025-09-22,02:46:27,US,40,135128,8015,274,4572
uF2yjqn9PL4,Fuerza Regida - POR ESOS OJOS (Letra/Lyrics),UCAg5-sf8xDwvu9DBAzLQtBg,RegueZone,Music,2025-09-20,18:00:52,2025-09-22,02:46:27,US,41,63700,101,0,189
puqR7AXplIU,Hiding As Many Bodies As Possible.,UCeBPTBz1oRnsWsUBnKNNKNw,Joe Bart Games,Gaming,2025-09-21,22:23:15,2025-09-22,02:46:27,US,42,78303,4635,339,1420
8QZeXvOjgGE,CORTIS (코르티스) 'JoyRide' Official MV,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,Music,2025-09-20,14:58:06,2025-09-22,02:46:27,US,43,850957,154415,7973,172
QQ-jq-_bQsg,Our New Madden Team is CRACKED! Wheel of MUT! Ep. #2,UCaYxyR9mzVlTrOOyZD0XAmA,MMG,Sports,2025-09-21,23:30:07,2025-09-22,02:46:27,US,44,70238,4821,305,1306
6bJBR37OY8k,"Live from Hampton, VA 9/21/2025 Set I Opener",UCDEPOd0RCvw8iSTqFpSBZLA,Phish,Music,2025-09-22,00:06:44,2025-09-22,02:46:27,US,45,5574,202,33,591
ngcbdeYgA4g,I Unlocked EVERY NEW SECRET in Steal a Brainrot!,UCOfyvsftRqM5yyqpT392b4A,Dash Roblox,Gaming,2025-09-21,16:01:24,2025-09-22,02:46:27,US,46,197650,1786,276,1173
74mV9qwlCgg,"Aerosmith, YUNGBLUD - My Only Angel (Official Visualizer)",UC5UPzrHY7vVjx_CvzAS90Ew,YUNGBLUDVEVO,Music,2025-09-19,15:00:06,2025-09-22,02:46:27,US,47,807156,55367,3891,272
26xvIOCh2oI,i raced ishowspeed,UC7c8wbA9yQjzxkj2uyrHrkg,steak,Gaming,2025-09-21,23:31:39,2025-09-22,02:46:27,US,48,177479,10017,394,900
OE8BGrUke1E,Hunxho - DAMN [Official Video],UCvNFEyv4q6QvZ4Of2GKhzSw,Hunxho,Music,2025-09-19,18:00:06,2025-09-22,02:46:27,US,49,170276,7902,273,182
XtAFH-XDwts,These Games Were Poop from a Butt,UC-gW4TeZAlKm7UATp24JsWQ,SMii7Yplus,Gaming,2025-09-21,19:13:00,2025-09-22,02:46:27,US,50,209973,17321,989,988
